SaleID,SKU Code,Date,Quantity
616,NW007-ST-CP-XXXL,2024-10-04,2
617,JNE3574-KR-M,2024-07-21,4
618,JNE3427-KR-S,2024-03-14,3
619,J0180-DR-M,2024-01-25,1
620,SAR110,2024-04-10,4
621,SET349-KR-NP-M,2024-06-24,3
622,BTM038-PP-XXXL,2024-04-26,4
623,BTM041-PP-XXL,2024-06-14,3
624,SET264-KR-NP-M,2024-02-10,3
625,J0241-SKD-L,2024-12-09,4
626,JNE3792-KR-XL,2024-04-29,2
627,J0154-DR-XL,2024-04-06,4
628,SAR023,2024-05-24,4
629,PJNE3364-KR-4XL,2024-08-03,3
630,JNE3311-KR-XXXL,2024-08-16,1
631,JNE3577-KR-XXL,2024-11-08,3
632,JNE3456-KR-XXL,2024-05-09,5
633,SAR081,2024-12-17,4
634,JNE3902-KR-XXL,2024-11-13,4
635,JNE3793-KR-XS,2024-05-16,2
636,J0247-SKD-XXXL,2024-11-19,3
637,JNE3573-KR-XS,2024-12-02,2
638,J0023-TP-L,2024-09-29,4
639,SET224-KR-NP-XXL,2024-04-26,3
640,JNE3724-KR-L,2024-11-01,3
641,JNE3531-KR-XL,2024-04-03,5
642,JNE3620-KR-XXXL,2024-06-16,5
643,JNE2199-KR-411-XL,2024-07-21,1
644,SAR072,2024-12-06,5
645,BL113-S,2024-05-28,3
646,SET378-KR-NP-XL,2024-07-01,5
647,J0033-KR-M,2024-05-31,1
648,JNE3485-KR-S,2024-03-14,4
649,J0096-KR-XL,2024-12-30,5
650,SET306-KR-PP-XL,2024-09-30,3
651,SET331-KR-NP-S,2024-02-11,4
652,SET218-KR-NP-S,2024-07-30,3
653,JNE3604-KR-L,2024-04-10,4
654,JNE3894-TP-XXL,2024-02-14,3
655,JNE3562-KR-XL,2024-03-22,5
656,J0415-DR-XXL,2024-01-17,5
657,JNE2131-KR-A-L,2024-03-13,1
658,J0122-TP-XS,2024-01-14,4
659,NW022-TP-PJ-M,2024-06-05,1
660,JNE3555-KR-XS,2024-08-10,2
661,JNE3528-KR-XL,2024-05-11,5
662,MEN5031-KR-XL,2024-12-03,4
663,NW009-ST-CP-XL,2024-02-16,1
664,JNE3836-KR-XL,2024-04-16,1
665,SET236-KR-PP-XXXL,2024-04-17,2
666,NW008-ST-CP-S,2024-09-21,1
667,NW023-ST-SR-L,2024-07-23,3
668,J0135-SET-XXXL,2024-03-19,5
669,JNE3469-KR-S,2024-06-03,1
670,SET155-KR-PP-XXXL,2024-09-27,1
671,JNE3642-TP-XXL,2024-09-03,2
672,JNE3548-KR-S,2024-01-19,3
673,JNE3603-KR-XL,2024-12-11,1
674,JAN8664-TP-S,2024-01-26,5
675,SET186-KR-DH-XXL,2024-08-04,5
676,J0284-SKD-XXXL,2024-06-02,1
677,JNE3608-KR-XXXL,2024-06-02,3
678,NW030-TP-PJ-XXXL,2024-06-22,5
679,BL089-XS,2024-04-01,5
680,JNE3852-KR-XXL,2024-12-03,3
681,JNE2294-KR-A-L,2024-06-29,3
682,JNE3704-KR-M,2024-05-10,1
683,J0418-TP-XL,2024-10-24,4
684,JNE3265-KR-M,2024-10-01,2
685,JNE3789-KR-XXXL,2024-09-29,4
686,JNE3454-KR-XXL,2024-03-16,4
687,SET225-KR-NP-L,2024-06-25,5
688,JNE3724-KR-XS,2024-07-02,3
689,JNE3475-KR-M,2024-11-14,5
690,JNE3841-KR-L,2024-05-10,2
691,JNE3389-KR-S,2024-12-28,1
692,J0226-SKD-XS,2024-02-18,2
693,JNE3838-KR-S,2024-02-24,5
694,J0029-KR-XXL,2024-06-02,5
695,SET203-KR-DPT-L,2024-12-20,5
696,SET034-KR-NP-S,2024-07-18,5
697,JNE3836-KR-L,2024-11-03,4
698,JNE3806-KR-XXXL,2024-12-21,1
699,JNE3798-KR-XL,2024-04-27,4
700,SET172-KR-PP-XS,2024-09-19,5
701,SET436-KR-NP-XXL,2024-02-15,3
702,SET315-KR-PP-XXXL,2024-10-28,4
703,J0223-SKD-XXXL,2024-12-21,5
704,JNE1525-KR-UDF19BLACK-M,2024-07-07,5
705,J0013-SKD-S,2024-11-05,1
706,JNE3458-KR-M,2024-11-13,2
707,J0014-LCD-L,2024-05-08,4
708,MEN5014-KR-M,2024-02-18,4
709,SET132-KR-NP-XL,2024-01-25,4
710,SET227-KR-PP-M,2024-09-22,5
711,JNE3644-TP-S,2024-04-27,1
712,JNE3727-KR-L,2024-05-23,5
713,JNE3573-KR-M,2024-07-18,5
714,PJNE3405-KR-5XL,2024-06-05,3
715,JNE3926-KR-XXL,2024-12-13,1
716,NW016-ST-SR-L,2024-05-13,4
717,JNE3861-DR-XXL,2024-05-27,2
718,CH202-ORANGE-XL,2024-12-01,4
719,J0322-KR-XL,2024-03-11,5
720,J0355-KR-XL,2024-08-20,1
721,SAR073,2024-11-29,1
722,NW007-ST-CP-XXL,2024-10-25,1
723,JNE3827-KR-XL,2024-06-02,3
724,JNE3665-TP-XL,2024-03-30,4
725,JNE3887-KR-XL,2024-11-29,3
726,J0432-DR-S,2024-07-17,2
727,JNE3451-KR-XS,2024-06-09,5
728,JNE3323-KR-L,2024-01-26,3
729,JNE3504-KR-M,2024-04-30,3
730,J0127-SKD-L,2024-10-27,5
731,JNE3766-KR-L,2024-07-30,1
732,BTM021-M,2024-03-03,5
733,J0009-SKD-S,2024-03-08,4
734,AN213-BROWN-L,2024-09-09,5
735,SET351-KR-NP-S,2024-01-02,1
736,SET260-KR-PP-L,2024-04-17,5
737,J0277-SKD-L,2024-10-12,3
738,BTM036-PP-L,2024-02-18,2
739,MEN5019-KR-XL,2024-05-19,3
740,JNE3546-KR-L,2024-08-05,2
741,JNE3644-TP-XS,2024-02-13,5
742,JNE3644-TP-L,2024-09-25,4
743,J0182-SET-L,2024-03-18,5
744,J0073-KR-M,2024-08-03,1
745,J0413-DR-M,2024-04-07,5
746,JNE3889-KR-S,2024-08-23,2
747,JNE3775-KR-XL,2024-10-08,3
748,J0165-TP-XS,2024-05-28,4
749,SET263-KR-NP-XXL,2024-10-30,5
750,JNE2049-KR-351-XXL,2024-03-06,5
751,SET165-KR-PP-XS,2024-08-21,3
752,NW009-ST-CP-XL,2024-03-27,4
753,MEN5031-KR-XXL,2024-03-19,5
754,J0226-SKD-XS,2024-07-23,5
755,JAN8641-DR-M,2024-10-05,2
756,SET260-KR-PP-S,2024-12-02,2
757,JNE3757-KR-L,2024-09-10,1
758,SET388-KR-NP-M,2024-10-30,3
759,J0094-KR-S,2024-05-09,4
760,J0237-SKD-XS,2024-03-24,5
761,J0130-SET-XXXL,2024-10-02,5
762,JNE3834-KR-XXL,2024-07-05,1
763,SET154-KR-NP-XXXL,2024-02-15,5
764,BL086-XS,2024-07-01,3
765,JNE3547-KR-XS,2024-09-24,1
766,JNE3844-KR-XXL,2024-10-22,3
767,JNE3273-KR-XXXL,2024-11-17,1
768,JNE3823-KR-L,2024-04-09,5
769,SET131-KR-NP-M,2024-03-18,1
770,SET276-KR-PP-S,2024-09-28,2
771,BL109-XL,2024-12-04,4
772,JNE3861-DR-L,2024-06-10,5
773,JNE3460-KR-XXL,2024-02-13,4
774,SET225-KR-NP-S,2024-08-25,5
775,NW001-TP-PJ-M,2024-05-13,4
776,MEN5007-KR-XXL,2024-07-10,2
777,J0337-TP-XL,2024-12-21,4
778,J0392-TP-XS,2024-10-04,1
779,JNE3694-KR-S,2024-01-18,4
780,J0199-SET-XS,2024-01-12,5
781,J0049-TP-XS,2024-06-28,3
782,JNE3387-KR-M,2024-05-02,4
783,J0154-DR-XL,2024-09-02,4
784,J0195-TP-XS,2024-08-09,4
785,J0176-TP-M,2024-02-20,5
786,JNE3733-KR-XS,2024-03-11,4
787,MEN5012-KR-XL,2024-02-17,5
788,NW016-ST-SR-XXL,2024-01-19,5
789,JNE3160-KR-S,2024-09-18,3
790,JNE3366-KR-1053-L,2024-03-24,1
791,SET307-KR-DPT-XL,2024-06-03,5
792,J0355-KR-L,2024-02-22,2
793,J0094-KR-XL,2024-04-16,4
794,JNE3479-KR-XXL,2024-12-22,2
795,SET440-KR-PP-XS,2024-10-30,4
796,JNE3683-TU-XS,2024-05-14,3
797,AN202-ORANGE-L,2024-03-09,5
798,SET091-KR-NP-XXL,2024-01-11,1
799,SET343-KR-NP-L,2024-05-22,5
800,SET267-KR-NP-L,2024-07-10,4
801,JNE3789-KR-M,2024-03-09,1
802,SET374-KR-NP-XL,2024-01-23,5
803,BL085-S,2024-06-29,1
804,J0348-SET-XXL,2024-10-19,4
805,JNE3722-KR-S,2024-01-09,3
806,JNE3473-KR-XS,2024-09-27,3
807,J0044-TP-S,2024-04-02,5
808,JNE3850-KR-S,2024-01-17,2
809,JNE3881-DR-L,2024-06-02,4
810,SET389-KR-NP-XS,2024-11-23,5
811,BL107-M,2024-05-28,5
812,JNE3461-KR-M,2024-09-23,3
813,JNE3843-KR-XXL,2024-11-23,1
814,J0247-SKD-XXXL,2024-04-15,4
815,JNE3835-KR-S,2024-02-04,1
816,J0211-DR-M,2024-04-28,4
817,J0229-SKD-M,2024-01-14,2
818,JNE3465-KR-S,2024-01-14,3
819,NW020-ST-SR-L,2024-09-22,2
820,J0244-SKD-XXL,2024-05-19,5
821,JNE3368-KR-S,2024-10-20,3
822,SET437-KR-PP-L,2024-12-29,5
823,AN202-ORANGE-XXL,2024-04-28,2
824,BTM002-XXXL,2024-08-25,4
825,JNE3799-KR-XL,2024-02-03,5
826,J0291-JS-XXXL,2024-06-17,1
827,NW030-TP-PJ-XS,2024-01-10,4
828,J0249-SKD-XS,2024-05-01,4
829,JNE3672-TU-XXL,2024-05-24,2
830,J0178-TP-M,2024-08-10,2
831,SET321-KR-DPT-XS,2024-09-13,3
832,J0137-SET-XL,2024-09-24,3
833,J0418-TP-XL,2024-12-24,1
834,J0417-TP-S,2024-01-04,4
835,J0240-SKD-M,2024-12-19,1
836,JNE2307-KR-572-XXL,2024-04-15,1
837,SET231-KR-PP-M,2024-03-25,2
838,J0176-TP-L,2024-08-01,1
839,BL110-L,2024-04-30,1
840,J0226-SKD-XXXL,2024-05-11,5
841,SET329-KR-NP-XL,2024-12-03,3
842,JNE3250-KR-M,2024-07-15,3
843,JNE3668-TP-M,2024-01-19,4
844,J0374-KR-XXL,2024-05-09,3
845,SET262-KR-NP-S,2024-01-12,4
846,J0350-SET-L,2024-03-21,5
847,JNE3698-KR-L,2024-11-25,3
848,JNE2145-KR-406-XL,2024-12-19,5
849,JNE3787-KR-L,2024-09-18,3
850,JNE3707-DR-XXXL,2024-05-04,3
851,SET235-KR-PP-M,2024-11-02,5
852,SET431-KR-NP-XXXL,2024-09-23,1
853,JNE3869-DR-L,2024-05-19,1
854,NW008-ST-CP-S,2024-11-24,1
855,JNE3579-KR-S,2024-01-02,1
856,J0435-DR-M,2024-01-08,3
857,SET128-KR-DH-L,2024-09-06,2
858,BL019-71PINK,2024-05-18,5
859,SET135-KR-PP-XS,2024-05-03,2
860,JNE3463-KR-XXXL,2024-11-04,2
861,J0003-SET-XXXL,2024-08-15,4
862,J0094-KR-XXL,2024-01-10,1
863,J0278-SET-XS,2024-07-30,3
864,NW008-ST-CP-XS,2024-04-21,1
865,SET199-KR-NP-S,2024-01-08,1
866,JNE3897-KR-XXL,2024-10-18,2
867,JNE3791-DR-XXL,2024-12-27,4
868,JNE3648-TP-S,2024-09-09,1
869,JNE3555-KR-M,2024-01-14,5
870,J0286-KR-S,2024-08-27,5
871,J0388-TP-XXL,2024-08-29,1
872,J0286-KR-XXL,2024-12-07,2
873,J0122-TP-L,2024-05-28,2
874,JNE3432-KR-M,2024-08-23,3
875,J0240-SKD-XS,2024-11-01,4
876,JNE3354-KR-M,2024-06-15,2
877,JNE3429-KR-XXXL,2024-01-20,3
878,J0236-SKD-XXL,2024-08-03,5
879,SET301-KR-PP-L,2024-12-08,5
880,JNE3759-KR-M,2024-05-14,5
881,J0115-TP-XL,2024-05-08,1
882,SET254-KR-NP-XXXL,2024-10-20,4
883,JNE3724-KR-S,2024-09-02,3
884,SET159-KR-NP-XS,2024-07-07,4
885,JNE3753-KR-XXXL,2024-02-13,1
886,JNE3762-KR-XXL,2024-03-26,3
887,JNE3695-KR-XXL,2024-02-13,3
888,SET344-KR-NP-XL,2024-11-25,2
889,J0073-KR-XXL,2024-05-24,4
890,BTM043-PP-XXXL,2024-02-20,4
891,J0289-KR-M,2024-08-29,2
892,J0102-SKD-XXL,2024-10-20,5
893,J0078-SET-M,2024-02-20,1
894,J0308-DR-XS,2024-09-22,4
895,JNE3689-TU-L,2024-04-29,2
896,J0295-DR-S,2024-07-18,3
897,J0376-SKD-M,2024-09-04,2
898,JNE3544-KR-XXL,2024-03-10,5
899,J0216-BL-XXL,2024-12-06,1
900,JNE3798-KR-L,2024-02-26,5
901,SAR184,2024-02-08,3
902,JNE3861-DR-L,2024-10-15,3
903,JNE3859-KR-L,2024-01-18,3
904,SET209-KR-PP-XXL,2024-08-07,3
905,JAN8679-KR-XL,2024-11-08,2
906,JNE3363-KR-1032-XXL,2024-08-31,3
907,J0318-KR-XL,2024-12-17,3
908,J0434-DR-M,2024-10-30,2
909,JNE3370-KR-L,2024-10-24,3
910,JNE3463-KR-XS,2024-10-09,5
911,BL050-83RED,2024-03-14,5
912,J0380-SKD-S,2024-04-19,4
913,NW002-TP-PJ-M,2024-06-28,5
914,J0036-TP-XXL,2024-02-01,1
915,J0264-KR-M,2024-08-21,1
916,JNE3761-KR-XL,2024-10-08,1
917,JNE3822-KR-XXL,2024-01-25,2
918,J0039-SET-XXL,2024-11-26,5
919,BTM032-NP-S,2024-10-05,1
920,SET327-KR-DPT-XS,2024-08-13,4
921,J0333-DR-S,2024-02-26,2
922,SET196-KR-NP-S,2024-06-28,4
923,J0083-KR-L,2024-08-19,5
924,SET197-KR-NP-S,2024-12-08,3
925,J0041-SET-XS,2024-10-13,4
926,JNE3250-KR-S,2024-03-04,3
927,PJNE3373-KR-5XL,2024-08-19,2
928,JNE3507-KR-XXXL,2024-10-15,4
929,JNE3400-KR-XXXL,2024-07-31,4
930,JNE3788-KR-M,2024-09-14,2
931,BL086-XXL,2024-01-18,2
932,JAN8664-TP-S,2024-06-23,1
933,SET364-KR-NP-XL,2024-08-16,5
934,JNE3797-KR-XL,2024-08-13,4
935,JNE3641-TP-XXL,2024-03-24,4
936,JNE3452-KR-L,2024-10-17,2
937,SAR029,2024-09-02,2
938,JNE2113-KR-381-L,2024-04-19,5
939,JNE3384-KR-M,2024-09-10,2
940,J0205-TP-L,2024-03-28,3
941,JNE3752-KR-XL,2024-03-12,3
942,JNE2294-KR-A-XS,2024-01-30,3
943,JNE2199-KR-411-M,2024-06-20,3
944,J0181-TP-XXXL,2024-11-04,5
945,JAN8625-KR-L,2024-12-08,4
946,J0431-DR-XL,2024-06-25,3
947,JAN8638-KR-NP-S,2024-05-18,2
948,J0214-TP-XXXL,2024-07-12,3
949,JNE3430-KR-S,2024-07-04,5
950,JNE3553-KR-XXXL,2024-08-05,2
951,JNE3890-TP-XL,2024-06-12,3
952,JNE3629-KR-S,2024-06-09,4
953,J0388-TP-M,2024-01-13,2
954,PJNE1906-KR-6XL,2024-10-22,2
955,SET301-KR-PP-XS,2024-03-29,4
956,JNE3065-KR-S,2024-11-19,2
957,JNE3879-DR-M,2024-02-11,3
958,JNE3461-KR-XXL,2024-07-28,2
959,SET229-KR-PP-M,2024-08-16,3
960,SET359-KR-NP-S,2024-12-15,4
961,CH205-YELLOW-M,2024-10-01,1
962,J0179-KR-L,2024-10-05,4
963,SET229-KR-PP-XS,2024-09-07,3
964,SET330-KR-PP-XXXL,2024-11-05,5
965,SET245-KR-NP-XS,2024-07-26,4
966,SET344-KR-NP-L,2024-11-16,5
967,SET335-KR-NP-XL,2024-05-19,5
968,JNE3887-KR-L,2024-10-06,3
969,JNE3279-KR-XL,2024-02-03,3
970,MEN5015-KR-M,2024-11-04,1
971,SET448-KR-PP-XS,2024-01-18,2
972,JNE3620-KR-M,2024-02-26,4
973,J0115-TP-XXXL,2024-04-21,3
974,J0239-SKD-XS,2024-01-05,4
975,JNE3674-TU-XL,2024-06-30,5
976,JNE3261-KR-S,2024-01-13,2
977,JNE3790-KR-XL,2024-12-04,1
978,JNE3851-KR-M,2024-10-11,4
979,JNE3487-KR-XXL,2024-09-15,2
980,JNE3568-KR-XL,2024-03-30,1
981,J0388-TP-XXXL,2024-04-13,4
982,JNE3727-KR-XL,2024-07-04,2
983,J0080-TP-XL,2024-09-06,3
984,JNE3616-KR-S,2024-09-11,4
985,JNE2251-KR-537-S,2024-03-16,2
986,J0016-DR-XL,2024-04-17,1
987,JNE3466-KR-XS,2024-06-04,2
988,JNE3357-KR-L,2024-03-22,3
989,SET324-KR-NP-XS,2024-03-17,4
990,JNE3655-TP-XXL,2024-09-14,4
991,MEN5002-KR-L,2024-05-06,4
992,JNE3501-KR-XXL,2024-10-08,3
993,J0199-SET-S,2024-03-28,1
994,J0338-DR-XXXL,2024-07-22,4
995,SET243-KR-PP-XXXL,2024-01-16,1
996,J0078-SET-S,2024-05-30,2
997,SET389-KR-NP-XL,2024-09-10,1
998,J0252-SKD-S,2024-07-06,1
999,J0389-TP-XL,2024-11-24,4
1000,JNE3526-KR-XS,2024-02-01,5
1001,SET316-KR-DPT-XS,2024-09-27,5
1002,SAR169,2024-01-05,3
1003,PSET264-KR-NP-6XL,2024-11-25,3
1004,J0250-SKD-S,2024-11-03,5
1005,J0031-TP-XS,2024-11-28,2
1006,JNE3712-TP-L,2024-06-17,4
1007,JNE3909-KR-M,2024-06-29,4
1008,JNE3637-KR-XXL,2024-06-26,2
1009,JNE3664-TP-M,2024-05-22,2
1010,JNE3764-KR-L,2024-12-27,5
1011,SET446-KR-NP-XL,2024-09-04,3
1012,JNE3613-KR-XXL,2024-05-06,2
1013,JNE3796-KR-S,2024-09-19,3
1014,JNE2041-KR-297-S,2024-02-09,1
1015,SET240-KR-PP-XXXL,2024-12-20,4
1016,JNE3606-KR-M,2024-09-11,5
1017,J0158-DR-XL,2024-05-22,4
1018,JNE3848-KR-M,2024-08-27,5
1019,JNE2266-KR-490-XS,2024-08-15,1
1020,AN212-WHITE-XXL,2024-12-06,4
1021,SET155-KR-PP-M,2024-07-16,1
1022,JNE2288-KR-S,2024-03-05,5
1023,J0042-DR-S,2024-01-11,2
1024,JNE3787-KR-XL,2024-04-17,4
1025,SET322-KR-SHA-XS,2024-01-26,1
1026,SAR054,2024-05-30,4
1027,JNE1998-KR-311-XL,2024-08-08,4
1028,JNE1978-KR-238-L,2024-12-06,4
1029,MEN5005-KR-L,2024-08-24,3
1030,SAR051,2024-08-24,1
1031,SET195-KR-NP-S,2024-08-06,1
1032,JNE3348-KR-M,2024-05-30,4
1033,JAN8634-KR-NP-XXL,2024-05-02,2
1034,SET229-KR-PP-M,2024-05-23,4
1035,J0279-SET-XS,2024-07-07,3
1036,JNE3660-TP-L,2024-09-11,5
1037,J0346-SET-XXXL,2024-03-08,3
1038,JNE3531-KR-XXXL,2024-04-13,2
1039,JNE3733-KR-M,2024-12-01,4
1040,SET293-KR-NP-S,2024-06-07,1
1041,JNE3904-DR-XL,2024-11-04,4
1042,JNE3625-DR-S,2024-12-27,2
1043,J0040-SET-XXXL,2024-10-26,1
1044,J0077-SKD-M,2024-03-30,3
1045,JNE3820-KR-XL,2024-12-22,5
1046,JNE3503-KR-M,2024-09-12,5
1047,SET397-KR-NP-XXXL,2024-12-18,4
1048,J0288-KR-L,2024-08-07,3
1049,JNE3466-KR-XL,2024-01-09,2
1050,JNE3355-KR-XXL,2024-01-12,5
1051,JNE2266-KR-490-XXL,2024-11-20,3
1052,SET438-KR-NP-XXXL,2024-08-31,4
1053,J0132-KR-XS,2024-06-30,1
1054,JNE3456-KR-XS,2024-10-10,4
1055,SET349-KR-NP-XS,2024-11-07,4
1056,MEN5026-KR-XXL,2024-04-08,3
1057,JNE3799-KR-L,2024-07-15,5
1058,JNE3273-KR-XS,2024-08-13,3
1059,JNE3601-KR-XS,2024-11-28,1
1060,J0147-SET-M,2024-04-12,3
1061,JNE3537-KR-L,2024-04-15,2
1062,JNE3520-KR-XXL,2024-12-30,4
1063,J0169-KR-L,2024-02-27,5
1064,J0038-DR-S,2024-03-18,1
1065,J0127-SKD-XL,2024-03-15,4
1066,NW036-ST-SR-XS,2024-02-11,3
1067,JNE3792-KR-L,2024-11-19,2
1068,JNE3733-KR-M,2024-06-29,3
1069,J0143-SET-XXXL,2024-02-02,4
1070,J0381-SKD-L,2024-03-11,1
1071,J0262-KR-M,2024-02-25,5
1072,SET263-KR-NP-XXXL,2024-04-14,4
1073,JNE3463-KR-S,2024-07-18,1
1074,JNE3580-DR-XXXL,2024-04-10,4
1075,J0398-DR-XXL,2024-09-12,2
1076,JAN8666-TP-M,2024-11-02,3
1077,J0351-SET-XXXL,2024-03-14,5
1078,J0369-SKD-XS,2024-06-19,1
1079,JNE3432-KR-M,2024-05-22,5
1080,SET306-KR-PP-XS,2024-06-14,5
1081,J0132-KR-L,2024-09-17,5
1082,SET037-KR-NP-S,2024-08-08,1
1083,JNE3776-KR-XL,2024-03-23,1
1084,J0131-KR-XS,2024-06-30,5
1085,J0347-SET-S,2024-11-02,3
1086,J0248-KR-DPT-S,2024-01-10,4
1087,MEN5019-KR-XL,2024-01-04,5
1088,SET339-KR-NP-S,2024-12-16,2
1089,SET403-KR-NP-M,2024-12-01,5
1090,BL016-63RED,2024-10-18,1
1091,NW016-ST-SR-L,2024-10-07,4
1092,JNE3708-TU-XXXL,2024-08-02,2
1093,SET272-KR-PP-XS,2024-04-07,4
1094,PSET264-KR-NP-4XL,2024-04-10,4
1095,JNE3763-KR-XXXL,2024-01-09,2
1096,PJNE3364-KR-5XL,2024-03-01,5
1097,J0178-TP-XS,2024-11-04,5
1098,SET241-KR-PP-S,2024-05-25,5
1099,BTM031-NP-XXL,2024-03-03,3
1100,J0251-SKD-XS,2024-04-30,5
1101,SET232-KR-PP-XXL,2024-08-13,2
1102,J0010-LCD-S,2024-04-14,3
1103,JNE3469-KR-XS,2024-09-16,5
1104,SET365-KR-NP-S,2024-12-14,3
1105,JNE3818-KR-XL,2024-09-11,2
1106,SET341-KR-NP-M,2024-07-25,5
1107,JAN8612-KR-NP-XXL,2024-01-28,1
1108,JAN8624-DR-XL,2024-06-18,2
1109,SET155-KR-PP-M,2024-12-01,4
1110,J0381-SKD-S,2024-03-16,4
1111,JNE3294-KR-XXXL,2024-04-25,2
1112,JNE3463-KR-XS,2024-03-09,4
1113,JAN8637-KR-NP-S,2024-12-19,2
1114,JNE3785-KR-XS,2024-08-21,1
1115,J0143-SET-XXL,2024-01-01,2
1116,J0430-DR-XS,2024-06-15,5
1117,JNE3574-KR-XXL,2024-12-17,5
1118,JNE3712-TP-L,2024-08-05,3
1119,JNE3447-KR-XXXL,2024-09-29,4
1120,SET290-KR-DPT-L,2024-09-07,4
1121,JNE3396-KR-L,2024-12-12,2
1122,JNE3698-KR-L,2024-12-09,4
1123,SET171-KR-NP-XL,2024-06-22,5
1124,MEN5021-KR-M,2024-06-18,1
1125,SET299-KR-PP-XL,2024-09-02,2
1126,J0136-KR-M,2024-03-30,4
1127,JNE3452-KR-XS,2024-02-18,5
1128,MEN5012-KR-S,2024-10-20,3
1129,J0388-TP-XS,2024-05-29,4
1130,JNE3603-KR-S,2024-05-11,1
1131,JNE3832-KR-L,2024-02-28,1
1132,SET087-KR-PP-S,2024-11-19,4
1133,JNE3695-KR-XXL,2024-07-17,4
1134,SET184-KR-PP-XS,2024-08-02,5
1135,SET394-KR-NP-XL,2024-02-18,4
1136,J0199-SET-XXL,2024-08-19,3
1137,NW039-TP-SR-M,2024-09-03,5
1138,SET165-KR-PP-XXL,2024-08-26,2
1139,JNE3816-KR-XL,2024-06-16,3
1140,BTM054-SK-M,2024-02-17,5
1141,BL092-S,2024-02-20,5
1142,SET147-KR-NP-XL,2024-10-25,1
1143,J0164-DR-XS,2024-04-07,5
1144,J0265-KR-L,2024-08-03,3
1145,J0310-TP-XS,2024-06-25,4
1146,JNE3647-TP-S,2024-03-20,3
1147,JNE3758-KR-XL,2024-07-03,2
1148,J0120-TP-XXXL,2024-01-27,5
1149,BL001-50PINK,2024-07-13,5
1150,SET445-KR-NP-S,2024-08-01,5
1151,J0181-TP-L,2024-12-07,5
1152,JNE3826-KR-XL,2024-04-23,1
1153,SET229-KR-PP-M,2024-08-29,1
1154,J0122-TP-XS,2024-05-03,4
1155,JNE3460-KR-S,2024-10-31,5
1156,SET295-KR-NP-S,2024-03-16,2
1157,JNE3253-KR-XL,2024-11-06,4
1158,JNE3459-KR-XL,2024-11-07,5
1159,NW024-TP-PJ-L,2024-07-14,1
1160,JNE3925-TU-S,2024-12-16,2
1161,J0306-DR-XS,2024-02-13,4
1162,JNE3441-KR-L,2024-07-04,2
1163,NW013-ST-SR-L,2024-12-08,5
1164,JAN8619-KR-XXL,2024-09-02,3
1165,JNE3647-TP-S,2024-03-24,2
1166,BTM030-NP-L,2024-07-25,2
1167,JNE3313-KR-XL,2024-05-30,1
1168,SET230-KR-PP-XXXL,2024-06-04,5
1169,JNE3445-KR-XL,2024-01-16,2
1170,J0137-SET-S,2024-06-13,5
1171,SET303-KR-NP-XS,2024-05-24,1
1172,BTM031-NP-S,2024-02-06,5
1173,JNE3779-KR-L,2024-11-28,1
1174,J0388-TP-M,2024-02-14,1
1175,J0198-TP-L,2024-07-24,4
1176,JNE3730-KR-L,2024-03-02,5
1177,J0330-KR-M,2024-12-21,3
1178,PJNE2171-KR-4XL,2024-11-03,4
1179,SET386-KR-NP-XS,2024-01-19,1
1180,JNE3678-TU-S,2024-12-30,3
1181,JNE3904-DR-L,2024-10-26,2
1182,JNE3691-TU-L,2024-01-07,2
1183,JNE3425-KR-XXXL,2024-09-05,4
1184,SET346-KR-PP-L,2024-04-26,3
1185,SET241-KR-PP-XXXL,2024-03-08,5
1186,SET273-KR-NP-XL,2024-02-03,3
1187,JNE3606-KR-M,2024-07-12,4
1188,JNE3577-KR-S,2024-11-20,5
1189,SET333-KR-DPT-L,2024-02-24,5
1190,JNE3781-KR-XS,2024-09-22,2
1191,PJNE2199-KR-6XL,2024-02-11,3
1192,JAN8660-KR-NP-S,2024-10-23,5
1193,BTM039-PP-XXL,2024-08-18,4
1194,JNE3503-KR-XXXL,2024-01-10,2
1195,SET372-KR-PP-L,2024-12-23,5
1196,SET172-KR-PP-XL,2024-05-07,3
1197,JNE3465-KR-L,2024-06-27,2
1198,SET235-KR-PP-M,2024-07-11,3
1199,J0164-DR-M,2024-04-01,3
1200,SET408-KR-NP-S,2024-08-18,3
1201,J0161-DR-M,2024-03-18,2
1202,MEN5007-KR-XL,2024-03-25,5
1203,JNE1977-KR-237-M,2024-01-30,1
1204,JNE3638-KR-L,2024-07-31,5
1205,J0329-KR-XXXL,2024-02-18,2
1206,SET444-KR-SH-XXL,2024-09-21,1
1207,JAN8632-KR-NP-S,2024-05-24,1
1208,JNE3521-KR-XS,2024-03-09,1
1209,J0155-KR-S,2024-02-27,4
1210,JNE3256-KR-XL,2024-07-03,2
1211,J0005-DR-XXXL,2024-03-02,4
1212,JNE3691-TU-XXL,2024-11-03,1
1213,SET179-KR-PP-XL,2024-10-22,4
1214,JAN8678-KR-XL,2024-06-14,4
1215,PJNE3363-KR-5XL,2024-06-19,2
1216,J0379-SKD-S,2024-03-03,3
1217,SET230-KR-PP-XS,2024-05-26,4
1218,BL087-XL,2024-11-01,4
1219,JAN8615-TP-XL,2024-06-09,1
1220,JNE3471-KR-XXL,2024-05-20,1
1221,PJNE2270-KR-5XL,2024-11-29,1
1222,SET272-KR-PP-S,2024-04-06,5
1223,SET179-KR-PP-XS,2024-08-08,4
