index,SKU Code,Design No.,Stock,Size,Color,BrandCode,CategoryName
1173,J0105-KR-XXL,J0105,5,XXL,OFF WHITE,DRESS,
1174,J0105-KR-XXXL,J0105,4,XXXL,OFF WHITE,DRESS,
1175,J0106-KR-L,J0106,4,L,OFF WHITE,DRESS,
1176,J0106-KR-M,J0106,4,M,OFF WHITE,DRESS,
1177,J0106-KR-S,J0106,2,S,OFF WHITE,DRESS,
1178,J0106-KR-XL,J0106,1,XL,OFF WHITE,DRESS,
1179,J0106-KR-XS,J0106,15,XS,OFF WHITE,DRESS,
1180,J0106-KR-XXL,J0106,7,XXL,OFF WHITE,DRESS,
1181,J0106-KR-XXXL,J0106,3,XXXL,OFF WHITE,DRESS,
1182,J0108-SKD-L,J0108,4,L,Light Green,KURTA SET,
1183,J0108-SKD-M,J0108,4,M,Light Green,KURTA SET,
1184,J0108-SKD-S,J0108,2,S,Light Green,KURTA SET,
1185,J0108-SKD-XL,J0108,2,XL,Light Green,KURTA SET,
1186,J0108-SKD-XS,J0108,4,XS,Light Green,KURTA SET,
1187,J0108-SKD-XXL,J0108,3,XXL,Light Green,KURTA SET,
1188,J0108-SKD-XXXL,J0108,4,XXXL,Light Green,KURTA SET,
1189,J0109-SKD-L,J0109,5,L,Black,KURTA SET,
1190,J0109-SKD-M,J0109,6,M,Black,KURTA SET,
1191,J0109-SKD-S,J0109,26,S,Black,KURTA SET,
1192,J0109-SKD-XL,J0109,2,XL,Black,KURTA SET,
1193,J0109-SKD-XS,J0109,125,XS,Black,KURTA SET,
1194,J0109-SKD-XXL,J0109,6,XXL,Black,KURTA SET,
1195,J0109-SKD-XXXL,J0109,6,XXXL,Black,KURTA SET,
1196,J0110-SKD-L,J0110,1,L,Black,KURTA SET,
1197,J0110-SKD-M,J0110,2,M,Black,KURTA SET,
1198,J0110-SKD-S,J0110,22,S,Black,KURTA SET,
1199,J0110-SKD-XL,J0110,2,XL,Black,KURTA SET,
1200,J0110-SKD-XS,J0110,63,XS,Black,KURTA SET,
1201,J0110-SKD-XXL,J0110,2,XXL,Black,KURTA SET,
1202,J0110-SKD-XXXL,J0110,1,XXXL,Black,KURTA SET,
1203,J0111-TP-L,J0111,1,L,Green,TOP,
1204,J0111-TP-M,J0111,3,M,Green,TOP,
1205,J0111-TP-S,J0111,4,S,Green,TOP,
1206,J0111-TP-XL,J0111,7,XL,Green,TOP,
1207,J0111-TP-XS,J0111,2,XS,Green,TOP,
1208,J0111-TP-XXL,J0111,5,XXL,Green,TOP,
1209,J0111-TP-XXXL,J0111,4,XXXL,Green,TOP,
1210,J0112-TP-L,J0112,4,L,Green,TOP,
1211,J0112-TP-M,J0112,4,M,Green,TOP,
1212,J0112-TP-S,J0112,3,S,Green,TOP,
1213,J0112-TP-XL,J0112,1,XL,Green,TOP,
1214,J0112-TP-XS,J0112,5,XS,Green,TOP,
1215,J0112-TP-XXL,J0112,1,XXL,Green,TOP,
1216,J0112-TP-XXXL,J0112,5,XXXL,Green,TOP,
1217,J0113-TP-L,J0113,109,L,Blue,TOP,
1218,J0113-TP-M,J0113,79,M,Blue,TOP,
1219,J0113-TP-S,J0113,82,S,Blue,TOP,
1220,J0113-TP-XL,J0113,68,XL,Blue,TOP,
1221,J0113-TP-XS,J0113,54,XS,Blue,TOP,
1222,J0113-TP-XXL,J0113,29,XXL,Blue,TOP,
1223,J0113-TP-XXXL,J0113,22,XXXL,Blue,TOP,
1224,J0114-TP-L,J0114,1,L,Pink,TOP,
1225,J0114-TP-M,J0114,2,M,Pink,TOP,
1226,J0114-TP-S,J0114,23,S,Pink,TOP,
1227,J0114-TP-XL,J0114,2,XL,Pink,TOP,
1228,J0114-TP-XS,J0114,38,XS,Pink,TOP,
1229,J0114-TP-XXL,J0114,0,XXL,Pink,TOP,
1230,J0114-TP-XXXL,J0114,1,XXXL,Pink,TOP,
1231,J0115-TP-L,J0115,1,L,Red,TOP,
1232,J0115-TP-M,J0115,2,M,Red,TOP,
1233,J0115-TP-S,J0115,5,S,Red,TOP,
1234,J0115-TP-XL,J0115,1,XL,Red,TOP,
1235,J0115-TP-XS,J0115,8,XS,Red,TOP,
1236,J0115-TP-XXL,J0115,2,XXL,Red,TOP,
1237,J0115-TP-XXXL,J0115,2,XXXL,Red,TOP,
1238,J0116-TP-L,J0116,1,L,Olive,TOP,
1239,J0116-TP-M,J0116,2,M,Olive,TOP,
1240,J0116-TP-S,J0116,0,S,Olive,TOP,
1241,J0116-TP-XL,J0116,0,XL,Olive,TOP,
1242,J0116-TP-XS,J0116,11,XS,Olive,TOP,
1243,J0116-TP-XXL,J0116,2,XXL,Olive,TOP,
1244,J0116-TP-XXXL,J0116,3,XXXL,Olive,TOP,
1245,J0117-TP-L,J0117,31,L,White,TOP,
1246,J0117-TP-M,J0117,126,M,White,TOP,
1247,J0117-TP-S,J0117,49,S,White,TOP,
1248,J0117-TP-XL,J0117,58,XL,White,TOP,
1249,J0117-TP-XS,J0117,39,XS,White,TOP,
1250,J0117-TP-XXL,J0117,46,XXL,White,TOP,
1251,J0117-TP-XXXL,J0117,48,XXXL,White,TOP,
1252,J0118-TP-L,J0118,78,L,Red,TOP,
1253,J0118-TP-M,J0118,138,M,Red,TOP,
1254,J0118-TP-S,J0118,41,S,Red,TOP,
1255,J0118-TP-XL,J0118,73,XL,Red,TOP,
1256,J0118-TP-XS,J0118,15,XS,Red,TOP,
1257,J0118-TP-XXL,J0118,88,XXL,Red,TOP,
1258,J0118-TP-XXXL,J0118,61,XXXL,Red,TOP,
1259,J0119-TP-L,J0119,52,L,Mustard,TOP,
1260,J0119-TP-M,J0119,102,M,Mustard,TOP,
1261,J0119-TP-S,J0119,60,S,Mustard,TOP,
1262,J0119-TP-XL,J0119,162,XL,Mustard,TOP,
1263,J0119-TP-XS,J0119,34,XS,Mustard,TOP,
1264,J0119-TP-XXL,J0119,95,XXL,Mustard,TOP,
1265,J0119-TP-XXXL,J0119,186,XXXL,Mustard,TOP,
1266,J0120-TP-L,J0120,0,L,Black,TOP,
1267,J0120-TP-M,J0120,2,M,Black,TOP,
1268,J0120-TP-S,J0120,0,S,Black,TOP,
1269,J0120-TP-XL,J0120,1,XL,Black,TOP,
1270,J0120-TP-XS,J0120,1,XS,Black,TOP,
1271,J0120-TP-XXL,J0120,3,XXL,Black,TOP,
1272,J0120-TP-XXXL,J0120,3,XXXL,Black,TOP,
1273,J0121-TP-L,J0121,2,L,Black,TOP,
1274,J0121-TP-M,J0121,3,M,Black,TOP,
1275,J0121-TP-S,J0121,3,S,Black,TOP,
1276,J0121-TP-XL,J0121,2,XL,Black,TOP,
1277,J0121-TP-XS,J0121,4,XS,Black,TOP,
1278,J0121-TP-XXL,J0121,2,XXL,Black,TOP,
1279,J0121-TP-XXXL,J0121,2,XXXL,Black,TOP,
1280,J0122-TP-L,J0122,4,L,White,TOP,
1281,J0122-TP-M,J0122,3,M,White,TOP,
1282,J0122-TP-S,J0122,4,S,White,TOP,
1283,J0122-TP-XL,J0122,2,XL,White,TOP,
1284,J0122-TP-XS,J0122,3,XS,White,TOP,
1285,J0122-TP-XXL,J0122,4,XXL,White,TOP,
1286,J0122-TP-XXXL,J0122,4,XXXL,White,TOP,
1287,J0123-TP-L,J0123,2,L,White,TOP,
1288,J0123-TP-M,J0123,0,M,White,TOP,
1289,J0123-TP-S,J0123,2,S,White,TOP,
1290,J0123-TP-XL,J0123,3,XL,White,TOP,
1291,J0123-TP-XS,J0123,3,XS,White,TOP,
1292,J0123-TP-XXL,J0123,2,XXL,White,TOP,
1293,J0123-TP-XXXL,J0123,2,XXXL,White,TOP,
1294,J0124-TP-L,J0124,50,L,Cream,TOP,
1295,J0124-TP-M,J0124,25,M,Cream,TOP,
1296,J0124-TP-S,J0124,16,S,Cream,TOP,
1297,J0124-TP-XL,J0124,60,XL,Cream,TOP,
1298,J0124-TP-XS,J0124,6,XS,Cream,TOP,
1299,J0124-TP-XXL,J0124,37,XXL,Cream,TOP,
1300,J0124-TP-XXXL,J0124,76,XXXL,Cream,TOP,
1301,J0126-SKD-L,J0126,14,L,Blue,KURTA SET,
1302,J0126-SKD-M,J0126,10,M,Blue,KURTA SET,
1303,J0126-SKD-S,J0126,58,S,Blue,KURTA SET,
1304,J0126-SKD-XL,J0126,4,XL,Blue,KURTA SET,
1305,J0126-SKD-XS,J0126,34,XS,Blue,KURTA SET,
1306,J0126-SKD-XXL,J0126,13,XXL,Blue,KURTA SET,
1307,J0126-SKD-XXXL,J0126,3,XXXL,Blue,KURTA SET,
1308,J0127-SKD-L,J0127,6,L,Multicolor,KURTA SET,
1309,J0127-SKD-M,J0127,29,M,Multicolor,KURTA SET,
1310,J0127-SKD-S,J0127,8,S,Multicolor,KURTA SET,
1311,J0127-SKD-XL,J0127,8,XL,Multicolor,KURTA SET,
1312,J0127-SKD-XS,J0127,22,XS,Multicolor,KURTA SET,
1313,J0127-SKD-XXL,J0127,33,XXL,Multicolor,KURTA SET,
1314,J0127-SKD-XXXL,J0127,26,XXXL,Multicolor,KURTA SET,
1315,J0129-SET-L,J0129,1,L,Pink,KURTA SET,
1316,J0129-SET-M,J0129,0,M,Pink,KURTA SET,
1317,J0129-SET-S,J0129,0,S,Pink,KURTA SET,
1318,J0129-SET-XL,J0129,1,XL,Pink,KURTA SET,
1319,J0129-SET-XS,J0129,4,XS,Pink,KURTA SET,
1320,J0129-SET-XXL,J0129,0,XXL,Pink,KURTA SET,
1321,J0129-SET-XXXL,J0129,0,XXXL,Pink,KURTA SET,
1322,J0130-SET-L,J0130,1,L,Green,KURTA SET,
1323,J0130-SET-M,J0130,2,M,Green,KURTA SET,
1324,J0130-SET-S,J0130,4,S,Green,KURTA SET,
1325,J0130-SET-XL,J0130,2,XL,Green,KURTA SET,
1326,J0130-SET-XS,J0130,5,XS,Green,KURTA SET,
1327,J0130-SET-XXL,J0130,3,XXL,Green,KURTA SET,
1328,J0130-SET-XXXL,J0130,3,XXXL,Green,KURTA SET,
1329,J0131-KR-L,J0131,3,L,Teal,KURTA,
1330,J0131-KR-M,J0131,3,M,Teal,KURTA,
1331,J0131-KR-S,J0131,3,S,Teal,KURTA,
1332,J0131-KR-XL,J0131,2,XL,Teal,KURTA,
1333,J0131-KR-XS,J0131,3,XS,Teal,KURTA,
1334,J0131-KR-XXL,J0131,4,XXL,Teal,KURTA,
1335,J0131-KR-XXXL,J0131,4,XXXL,Teal,KURTA,
1336,J0132-KR-L,J0132,2,L,Orange,KURTA,
1337,J0132-KR-M,J0132,1,M,Orange,KURTA,
1338,J0132-KR-S,J0132,1,S,Orange,KURTA,
1339,J0132-KR-XL,J0132,1,XL,Orange,KURTA,
1340,J0132-KR-XS,J0132,6,XS,Orange,KURTA,
1341,J0132-KR-XXL,J0132,3,XXL,Orange,KURTA,
1342,J0132-KR-XXXL,J0132,3,XXXL,Orange,KURTA,
1343,J0133-KR-L,J0133,2,L,Maroon,KURTA,
1344,J0133-KR-M,J0133,3,M,Maroon,KURTA,
1345,J0133-KR-S,J0133,3,S,Maroon,KURTA,
1346,J0133-KR-XL,J0133,2,XL,Maroon,KURTA,
1347,J0133-KR-XS,J0133,3,XS,Maroon,KURTA,
1348,J0133-KR-XXL,J0133,2,XXL,Maroon,KURTA,
1349,J0133-KR-XXXL,J0133,3,XXXL,Maroon,KURTA,
1350,J0134-SET-L,J0134,2,L,Cream,KURTA SET,
1351,J0134-SET-M,J0134,2,M,Cream,KURTA SET,
1352,J0134-SET-S,J0134,4,S,Cream,KURTA SET,
1353,J0134-SET-XL,J0134,3,XL,Cream,KURTA SET,
1354,J0134-SET-XS,J0134,8,XS,Cream,KURTA SET,
1355,J0134-SET-XXL,J0134,3,XXL,Cream,KURTA SET,
1356,J0134-SET-XXXL,J0134,3,XXXL,Cream,KURTA SET,
1357,J0135-SET-L,J0135,4,L,Green,KURTA SET,
1358,J0135-SET-M,J0135,4,M,Green,KURTA SET,
1359,J0135-SET-S,J0135,2,S,Green,KURTA SET,
1360,J0135-SET-XL,J0135,4,XL,Green,KURTA SET,
1361,J0135-SET-XS,J0135,2,XS,Green,KURTA SET,
1362,J0135-SET-XXL,J0135,4,XXL,Green,KURTA SET,
1363,J0135-SET-XXXL,J0135,3,XXXL,Green,KURTA SET,
1364,J0136-KR-L,J0136,20,L,Black,KURTA,
1365,J0136-KR-M,J0136,8,M,Black,KURTA,
1366,J0136-KR-S,J0136,49,S,Black,KURTA,
1367,J0136-KR-XL,J0136,7,XL,Black,KURTA,
1368,J0136-KR-XS,J0136,38,XS,Black,KURTA,
1369,J0136-KR-XXL,J0136,40,XXL,Black,KURTA,
1370,J0136-KR-XXXL,J0136,48,XXXL,Black,KURTA,
1371,J0137-SET-L,J0137,3,L,White,KURTA SET,
1372,J0137-SET-M,J0137,11,M,White,KURTA SET,
1373,J0137-SET-S,J0137,24,S,White,KURTA SET,
1374,J0137-SET-XL,J0137,5,XL,White,KURTA SET,
1375,J0137-SET-XS,J0137,38,XS,White,KURTA SET,
1376,J0137-SET-XXL,J0137,9,XXL,White,KURTA SET,
1377,J0137-SET-XXXL,J0137,12,XXXL,White,KURTA SET,
1378,J0138-KR-L,J0138,2,L,Red,KURTA,
1379,J0138-KR-M,J0138,3,M,Red,KURTA,
1380,J0138-KR-S,J0138,2,S,Red,KURTA,
1381,J0138-KR-XL,J0138,0,XL,Red,KURTA,
1382,J0138-KR-XS,J0138,5,XS,Red,KURTA,
1383,J0138-KR-XXL,J0138,2,XXL,Red,KURTA,
1384,J0138-KR-XXXL,J0138,0,XXXL,Red,KURTA,
1385,J0139-KR-L,J0139,6,L,Navy Blue,KURTA,
1386,J0139-KR-M,J0139,4,M,Navy Blue,KURTA,
1387,J0139-KR-S,J0139,6,S,Navy Blue,KURTA,
1388,J0139-KR-XL,J0139,6,XL,Navy Blue,KURTA,
1389,J0139-KR-XS,J0139,8,XS,Navy Blue,KURTA,
1390,J0139-KR-XXL,J0139,3,XXL,Navy Blue,KURTA,
1391,J0139-KR-XXXL,J0139,4,XXXL,Navy Blue,KURTA,
1392,J0140-SET-L,J0140,2,L,White,KURTA SET,
1393,J0140-SET-M,J0140,0,M,White,KURTA SET,
1394,J0140-SET-S,J0140,3,S,White,KURTA SET,
1395,J0140-SET-XL,J0140,2,XL,White,KURTA SET,
1396,J0140-SET-XS,J0140,3,XS,White,KURTA SET,
1397,J0140-SET-XXL,J0140,4,XXL,White,KURTA SET,
1398,J0140-SET-XXXL,J0140,2,XXXL,White,KURTA SET,
1399,J0141-KR-L,J0141,1,L,Blue,KURTA,
1400,J0141-KR-M,J0141,1,M,Blue,KURTA,
1401,J0141-KR-S,J0141,2,S,Blue,KURTA,
1402,J0141-KR-XL,J0141,1,XL,Blue,KURTA,
1403,J0141-KR-XS,J0141,3,XS,Blue,KURTA,
1404,J0141-KR-XXL,J0141,1,XXL,Blue,KURTA,
1405,J0141-KR-XXXL,J0141,2,XXXL,Blue,KURTA,
1406,J0142-KR-L,J0142,2,L,Orange,KURTA,
1407,J0142-KR-M,J0142,7,M,Orange,KURTA,
1408,J0142-KR-S,J0142,11,S,Orange,KURTA,
1409,J0142-KR-XL,J0142,5,XL,Orange,KURTA,
1410,J0142-KR-XS,J0142,32,XS,Orange,KURTA,
1411,J0142-KR-XXL,J0142,0,XXL,Orange,KURTA,
1412,J0142-KR-XXXL,J0142,2,XXXL,Orange,KURTA,
1413,J0143-SET-L,J0143,2,L,Green,KURTA SET,
1414,J0143-SET-M,J0143,2,M,Green,KURTA SET,
1415,J0143-SET-S,J0143,2,S,Green,KURTA SET,
1416,J0143-SET-XL,J0143,0,XL,Green,KURTA SET,
1417,J0143-SET-XS,J0143,3,XS,Green,KURTA SET,
1418,J0143-SET-XXL,J0143,2,XXL,Green,KURTA SET,
1419,J0143-SET-XXXL,J0143,0,XXXL,Green,KURTA SET,
1420,J0144-SET-L,J0144,0,L,Red,KURTA SET,
1421,J0144-SET-M,J0144,1,M,Red,KURTA SET,
1422,J0144-SET-S,J0144,1,S,Red,KURTA SET,
1423,J0144-SET-XL,J0144,0,XL,Red,KURTA SET,
1424,J0144-SET-XS,J0144,4,XS,Red,KURTA SET,
1425,J0144-SET-XXL,J0144,0,XXL,Red,KURTA SET,
1426,J0144-SET-XXXL,J0144,1,XXXL,Red,KURTA SET,
1427,J0145-SET-L,J0145,1,L,Black,KURTA SET,
1428,J0145-SET-S,J0145,1,S,Black,KURTA SET,
1429,J0145-SET-XL,J0145,3,XL,Black,KURTA SET,
1430,J0145-SET-XS,J0145,2,XS,Black,KURTA SET,
1431,J0145-SET-XXL,J0145,3,XXL,Black,KURTA SET,
1432,J0145-SET-XXXL,J0145,1,XXXL,Black,KURTA SET,
1433,J0146-SET-L,J0146,1,L,Mustard,KURTA SET,
1434,J0146-SET-M,J0146,0,M,Mustard,KURTA SET,
1435,J0146-SET-S,J0146,1,S,Mustard,KURTA SET,
1436,J0146-SET-XL,J0146,0,XL,Mustard,KURTA SET,
1437,J0146-SET-XS,J0146,0,XS,Mustard,KURTA SET,
1438,J0146-SET-XXL,J0146,0,XXL,Mustard,KURTA SET,
1439,J0146-SET-XXXL,J0146,0,XXXL,Mustard,KURTA SET,
1440,J0147-SET-L,J0147,3,L,Teal,KURTA SET,
1441,J0147-SET-M,J0147,3,M,Teal,KURTA SET,
1442,J0147-SET-S,J0147,2,S,Teal,KURTA SET,
1443,J0147-SET-XL,J0147,13,XL,Teal,KURTA SET,
1444,J0147-SET-XS,J0147,2,XS,Teal,KURTA SET,
1445,J0147-SET-XXL,J0147,30,XXL,Teal,KURTA SET,
1446,J0147-SET-XXXL,J0147,15,XXXL,Teal,KURTA SET,
1447,J0148-SET-L,J0148,1,L,Green,KURTA SET,
1448,J0148-SET-M,J0148,5,M,Green,KURTA SET,
1449,J0148-SET-S,J0148,2,S,Green,KURTA SET,
1450,J0148-SET-XL,J0148,9,XL,Green,KURTA SET,
1451,J0148-SET-XS,J0148,9,XS,Green,KURTA SET,
1452,J0148-SET-XXL,J0148,7,XXL,Green,KURTA SET,
1453,J0148-SET-XXXL,J0148,21,XXXL,Green,KURTA SET,
1454,J0149-KR-L,J0149,0,L,White,KURTA,
1455,J0149-KR-M,J0149,0,M,White,KURTA,
1456,J0149-KR-S,J0149,2,S,White,KURTA,
1457,J0149-KR-XL,J0149,0,XL,White,KURTA,
1458,J0149-KR-XS,J0149,5,XS,White,KURTA,
1459,J0149-KR-XXL,J0149,0,XXL,White,KURTA,
1460,J0149-KR-XXXL,J0149,0,XXXL,White,KURTA,
1461,J0150-KR-L,J0150,2,L,Black,KURTA,
1462,J0150-KR-M,J0150,1,M,Black,KURTA,
1463,J0150-KR-S,J0150,7,S,Black,KURTA,
1464,J0150-KR-XL,J0150,0,XL,Black,KURTA,
1465,J0150-KR-XS,J0150,17,XS,Black,KURTA,
1466,J0150-KR-XXL,J0150,3,XXL,Black,KURTA,
1467,J0150-KR-XXXL,J0150,0,XXXL,Black,KURTA,
1468,J0151-KR-L,J0151,3,L,Green,KURTA,
1469,J0151-KR-M,J0151,3,M,Green,KURTA,
1470,J0151-KR-S,J0151,3,S,Green,KURTA,
1471,J0151-KR-XL,J0151,3,XL,Green,KURTA,
1472,J0151-KR-XS,J0151,4,XS,Green,KURTA,
1473,J0151-KR-XXL,J0151,4,XXL,Green,KURTA,
1474,J0151-KR-XXXL,J0151,2,XXXL,Green,KURTA,
1475,J0152-DR-L,J0152,2,L,Blue,DRESS,
1476,J0152-DR-M,J0152,3,M,Blue,DRESS,
1477,J0152-DR-S,J0152,25,S,Blue,DRESS,
1478,J0152-DR-XL,J0152,18,XL,Blue,DRESS,
1479,J0152-DR-XS,J0152,0,XS,Blue,DRESS,
1480,J0152-DR-XXL,J0152,2,XXL,Blue,DRESS,
1481,J0152-DR-XXXL,J0152,3,XXXL,Blue,DRESS,
1482,J0153-DR-L,J0153,4,L,Green,DRESS,
1483,J0153-DR-M,J0153,3,M,Green,DRESS,
1484,J0153-DR-S,J0153,6,S,Green,DRESS,
1485,J0153-DR-XL,J0153,21,XL,Green,DRESS,
1486,J0153-DR-XS,J0153,2,XS,Green,DRESS,
1487,J0153-DR-XXL,J0153,2,XXL,Green,DRESS,
1488,J0153-DR-XXXL,J0153,3,XXXL,Green,DRESS,
1489,J0154-DR-L,J0154,1,L,Multicolor,DRESS,
1490,J0154-DR-M,J0154,0,M,Multicolor,DRESS,
1491,J0154-DR-S,J0154,1,S,Multicolor,DRESS,
1492,J0154-DR-XL,J0154,2,XL,Multicolor,DRESS,
1493,J0154-DR-XS,J0154,2,XS,Multicolor,DRESS,
1494,J0154-DR-XXL,J0154,2,XXL,Multicolor,DRESS,
1495,J0154-DR-XXXL,J0154,2,XXXL,Multicolor,DRESS,
1496,J0155-KR-L,J0155,2,L,Green,KURTA,
1497,J0155-KR-M,J0155,2,M,Green,KURTA,
1498,J0155-KR-S,J0155,13,S,Green,KURTA,
1499,J0155-KR-XL,J0155,2,XL,Green,KURTA,
1500,J0155-KR-XS,J0155,62,XS,Green,KURTA,
1501,J0155-KR-XXL,J0155,20,XXL,Green,KURTA,
1502,J0155-KR-XXXL,J0155,11,XXXL,Green,KURTA,
1503,J0157-DR-L,J0157,9,L,Black,DRESS,
1504,J0157-DR-M,J0157,5,M,Black,DRESS,
1505,J0157-DR-S,J0157,51,S,Black,DRESS,
1506,J0157-DR-XL,J0157,48,XL,Black,DRESS,
1507,J0157-DR-XS,J0157,9,XS,Black,DRESS,
1508,J0157-DR-XXL,J0157,27,XXL,Black,DRESS,
1509,J0157-DR-XXXL,J0157,4,XXXL,Black,DRESS,
1510,J0158-DR-L,J0158,43,L,White,DRESS,
1511,J0158-DR-M,J0158,73,M,White,DRESS,
1512,J0158-DR-S,J0158,30,S,White,DRESS,
1513,J0158-DR-XL,J0158,78,XL,White,DRESS,
1514,J0158-DR-XS,J0158,10,XS,White,DRESS,
1515,J0158-DR-XXL,J0158,33,XXL,White,DRESS,
1516,J0158-DR-XXXL,J0158,39,XXXL,White,DRESS,
1517,J0159-DR-L,J0159,3,L,Blue,DRESS,
1518,J0159-DR-M,J0159,2,M,Blue,DRESS,
1519,J0159-DR-S,J0159,4,S,Blue,DRESS,
1520,J0159-DR-XL,J0159,3,XL,Blue,DRESS,
1521,J0159-DR-XS,J0159,28,XS,Blue,DRESS,
1522,J0159-DR-XXL,J0159,1,XXL,Blue,DRESS,
1523,J0159-DR-XXXL,J0159,0,XXXL,Blue,DRESS,
1524,J0160-TP-L,J0160,0,L,Blue,TOP,
1525,J0160-TP-M,J0160,0,M,Blue,TOP,
1526,J0160-TP-S,J0160,0,S,Blue,TOP,
1527,J0160-TP-XL,J0160,0,XL,Blue,TOP,
1528,J0160-TP-XS,J0160,0,XS,Blue,TOP,
1529,J0160-TP-XXL,J0160,1,XXL,Blue,TOP,
1530,J0160-TP-XXXL,J0160,0,XXXL,Blue,TOP,
1531,J0161-DR-L,J0161,2,L,Rust,DRESS,
1532,J0161-DR-M,J0161,1,M,Rust,DRESS,
1533,J0161-DR-S,J0161,1,S,Rust,DRESS,
1534,J0161-DR-XL,J0161,2,XL,Rust,DRESS,
1535,J0161-DR-XS,J0161,4,XS,Rust,DRESS,
1536,J0161-DR-XXL,J0161,4,XXL,Rust,DRESS,
1537,J0161-DR-XXXL,J0161,2,XXXL,Rust,DRESS,
1538,J0162-SKD-L,J0162,38,L,Mustard,KURTA SET,
1539,J0162-SKD-M,J0162,40,M,Mustard,KURTA SET,
1540,J0162-SKD-S,J0162,46,S,Mustard,KURTA SET,
1541,J0162-SKD-XL,J0162,37,XL,Mustard,KURTA SET,
1542,J0162-SKD-XS,J0162,50,XS,Mustard,KURTA SET,
1543,J0162-SKD-XXL,J0162,33,XXL,Mustard,KURTA SET,
1544,J0162-SKD-XXXL,J0162,18,XXXL,Mustard,KURTA SET,
1545,J0163-SKD-L,J0163,143,L,Red,KURTA SET,
1546,J0163-SKD-M,J0163,145,M,Red,KURTA SET,
1547,J0163-SKD-S,J0163,112,S,Red,KURTA SET,
1548,J0163-SKD-XL,J0163,91,XL,Red,KURTA SET,
1549,J0163-SKD-XS,J0163,104,XS,Red,KURTA SET,
1550,J0163-SKD-XXL,J0163,48,XXL,Red,KURTA SET,
1551,J0163-SKD-XXXL,J0163,44,XXXL,Red,KURTA SET,
1552,J0164-DR-L,J0164,7,L,Orange,DRESS,
1553,J0164-DR-M,J0164,4,M,Orange,DRESS,
1554,J0164-DR-S,J0164,20,S,Orange,DRESS,
1555,J0164-DR-XL,J0164,6,XL,Orange,DRESS,
1556,J0164-DR-XS,J0164,45,XS,Orange,DRESS,
1557,J0164-DR-XXL,J0164,4,XXL,Orange,DRESS,
1558,J0164-DR-XXXL,J0164,4,XXXL,Orange,DRESS,
1559,J0165-TP-L,J0165,3,L,Orange,TOP,
1560,J0165-TP-M,J0165,3,M,Orange,TOP,
1561,J0165-TP-S,J0165,52,S,Orange,TOP,
1562,J0165-TP-XL,J0165,3,XL,Orange,TOP,
1563,J0165-TP-XS,J0165,32,XS,Orange,TOP,
1564,J0165-TP-XXL,J0165,2,XXL,Orange,TOP,
1565,J0165-TP-XXXL,J0165,3,XXXL,Orange,TOP,
1566,J0166-DR-L,J0166,2,L,Pink,DRESS,
1567,J0166-DR-M,J0166,3,M,Pink,DRESS,
1568,J0166-DR-S,J0166,9,S,Pink,DRESS,
1569,J0166-DR-XL,J0166,3,XL,Pink,DRESS,
1570,J0166-DR-XS,J0166,19,XS,Pink,DRESS,
1571,J0166-DR-XXL,J0166,2,XXL,Pink,DRESS,
1572,J0166-DR-XXXL,J0166,2,XXXL,Pink,DRESS,
1573,J0167-KR-L,J0167,4,L,Pink,KURTA,
1574,J0167-KR-M,J0167,2,M,Pink,KURTA,
1575,J0167-KR-S,J0167,36,S,Pink,KURTA,
1576,J0167-KR-XL,J0167,0,XL,Pink,KURTA,
1577,J0167-KR-XS,J0167,36,XS,Pink,KURTA,
1578,J0167-KR-XXL,J0167,3,XXL,Pink,KURTA,
1579,J0167-KR-XXXL,J0167,1,XXXL,Pink,KURTA,
1580,J0168-DR-L,J0168,2,L,Sky Blue,DRESS,
1581,J0168-DR-M,J0168,5,M,Sky Blue,DRESS,
1582,J0168-DR-S,J0168,13,S,Sky Blue,DRESS,
1583,J0168-DR-XL,J0168,2,XL,Sky Blue,DRESS,
1584,J0168-DR-XS,J0168,37,XS,Sky Blue,DRESS,
1585,J0168-DR-XXL,J0168,3,XXL,Sky Blue,DRESS,
1586,J0168-DR-XXXL,J0168,1,XXXL,Sky Blue,DRESS,
1587,J0169-KR-L,J0169,0,L,Multicolor,KURTA,
1588,J0169-KR-M,J0169,1,M,Multicolor,KURTA,
1589,J0169-KR-S,J0169,1,S,Multicolor,KURTA,
1590,J0169-KR-XL,J0169,0,XL,Multicolor,KURTA,
1591,J0169-KR-XS,J0169,2,XS,Multicolor,KURTA,
1592,J0169-KR-XXL,J0169,1,XXL,Multicolor,KURTA,
1593,J0169-KR-XXXL,J0169,1,XXXL,Multicolor,KURTA,
1594,J0170-TP-L,J0170,2,L,Blue,TOP,
1595,J0170-TP-M,J0170,1,M,Blue,TOP,
1596,J0170-TP-S,J0170,4,S,Blue,TOP,
1597,J0170-TP-XL,J0170,3,XL,Blue,TOP,
1598,J0170-TP-XS,J0170,19,XS,Blue,TOP,
1599,J0170-TP-XXL,J0170,4,XXL,Blue,TOP,
1600,J0170-TP-XXXL,J0170,3,XXXL,Blue,TOP,
1601,J0171-DR-L,J0171,1,L,Blue,DRESS,
1602,J0171-DR-M,J0171,0,M,Blue,DRESS,
1603,J0171-DR-S,J0171,13,S,Blue,DRESS,
1604,J0171-DR-XL,J0171,1,XL,Blue,DRESS,
1605,J0171-DR-XS,J0171,73,XS,Blue,DRESS,
