ProductKey,SKU Code,Design No.,Size,Color,BrandCode,CategoryName
1626,J0177-KR-L,J0177,L,Green,KURTA,
1627,J0177-KR-M,J0177,M,Green,KURTA,
1628,J0177-KR-S,J0177,S,Green,KURTA,
1629,J0177-KR-XL,J0177,XL,Green,KURTA,
1630,J0177-KR-XS,J0177,XS,Green,KURTA,
1631,J0177-KR-XXL,J0177,XXL,Green,KURTA,
1632,J0177-KR-XXXL,J0177,XXXL,Green,KURTA,
1633,J0178-TP-L,J0178,L,Multicolor,TOP,
1634,J0178-TP-M,J0178,M,Multicolor,TOP,
1635,J0178-TP-S,J0178,S,Multicolor,TOP,
1636,J0178-TP-XL,J0178,XL,Multicolor,TOP,
1637,J0178-TP-XS,J0178,XS,Multicolor,TOP,
1638,J0178-TP-XXL,J0178,XXL,Multicolor,TOP,
1639,J0178-TP-XXXL,J0178,XXXL,Multicolor,TOP,
1640,J0179-KR-L,J0179,L,Multicolor,KURTA,
1641,J0179-KR-M,J0179,M,Multicolor,KURTA,
1642,J0179-KR-S,J0179,S,Multicolor,KURTA,
1643,J0179-KR-XL,J0179,XL,Multicolor,KURTA,
1644,J0179-KR-XS,J0179,XS,Multicolor,KURTA,
1645,J0179-KR-XXL,J0179,XXL,Multicolor,KURTA,
1646,J0179-KR-XXXL,J0179,XXXL,Multicolor,KURTA,
1647,J0180-DR-L,J0180,L,Pink,DRESS,
1648,J0180-DR-M,J0180,M,Pink,DRESS,
1649,J0180-DR-S,J0180,S,Pink,DRESS,
1650,J0180-DR-XL,J0180,XL,Pink,DRESS,
1651,J0180-DR-XS,J0180,XS,Pink,DRESS,
1652,J0180-DR-XXL,J0180,XXL,Pink,DRESS,
1653,J0180-DR-XXXL,J0180,XXXL,Pink,DRESS,
1654,J0181-TP-L,J0181,L,Pink,TOP,
1655,J0181-TP-M,J0181,M,Pink,TOP,
1656,J0181-TP-S,J0181,S,Pink,TOP,
1657,J0181-TP-XL,J0181,XL,Pink,TOP,
1658,J0181-TP-XS,J0181,XS,Pink,TOP,
1659,J0181-TP-XXL,J0181,XXL,Pink,TOP,
1660,J0181-TP-XXXL,J0181,XXXL,Pink,TOP,
1661,J0182-SET-L,J0182,L,OFF WHITE,KURTA SET,
1662,J0182-SET-M,J0182,M,OFF WHITE,KURTA SET,
1663,J0182-SET-S,J0182,S,OFF WHITE,KURTA SET,
1664,J0182-SET-XL,J0182,XL,OFF WHITE,KURTA SET,
1665,J0182-SET-XS,J0182,XS,OFF WHITE,KURTA SET,
1666,J0182-SET-XXL,J0182,XXL,OFF WHITE,KURTA SET,
1667,J0182-SET-XXXL,J0182,XXXL,OFF WHITE,KURTA SET,
1668,J0183-TP-L,J0183,L,OFF WHITE,TOP,
1669,J0183-TP-M,J0183,M,OFF WHITE,TOP,
1670,J0183-TP-S,J0183,S,OFF WHITE,TOP,
1671,J0183-TP-XL,J0183,XL,OFF WHITE,TOP,
1672,J0183-TP-XS,J0183,XS,OFF WHITE,TOP,
1673,J0183-TP-XXL,J0183,XXL,OFF WHITE,TOP,
1674,J0183-TP-XXXL,J0183,XXXL,OFF WHITE,TOP,
1675,J0184-KR-L,J0184,L,Orange,KURTA,
1676,J0184-KR-M,J0184,M,Orange,KURTA,
1677,J0184-KR-S,J0184,S,Orange,KURTA,
1678,J0184-KR-XL,J0184,XL,Orange,KURTA,
1679,J0184-KR-XS,J0184,XS,Orange,KURTA,
1680,J0184-KR-XXL,J0184,XXL,Orange,KURTA,
1681,J0184-KR-XXXL,J0184,XXXL,Orange,KURTA,
1682,J0185-DR-L,J0185,L,OFF WHITE,DRESS,
1683,J0185-DR-M,J0185,M,OFF WHITE,DRESS,
1684,J0185-DR-S,J0185,S,OFF WHITE,DRESS,
1685,J0185-DR-XL,J0185,XL,OFF WHITE,DRESS,
1686,J0185-DR-XS,J0185,XS,OFF WHITE,DRESS,
1687,J0185-DR-XXL,J0185,XXL,OFF WHITE,DRESS,
1688,J0186-SET-L,J0186,L,Black,KURTA SET,
1689,J0186-SET-M,J0186,M,Black,KURTA SET,
1690,J0186-SET-S,J0186,S,Black,KURTA SET,
1691,J0186-SET-XL,J0186,XL,Black,KURTA SET,
1692,J0186-SET-XS,J0186,XS,Black,KURTA SET,
1693,J0186-SET-XXL,J0186,XXL,Black,KURTA SET,
1694,J0186-SET-XXXL,J0186,XXXL,Black,KURTA SET,
1695,J0187-KR-L,J0187,L,Black,KURTA,
1696,J0187-KR-M,J0187,M,Black,KURTA,
1697,J0187-KR-S,J0187,S,Black,KURTA,
1698,J0187-KR-XL,J0187,XL,Black,KURTA,
1699,J0187-KR-XS,J0187,XS,Black,KURTA,
1700,J0187-KR-XXL,J0187,XXL,Black,KURTA,
1701,J0187-KR-XXXL,J0187,XXXL,Black,KURTA,
1702,J0188-KR-L,J0188,L,OFF WHITE,KURTA,
1703,J0188-KR-M,J0188,M,OFF WHITE,KURTA,
1704,J0188-KR-S,J0188,S,OFF WHITE,KURTA,
1705,J0188-KR-XL,J0188,XL,OFF WHITE,KURTA,
1706,J0188-KR-XS,J0188,XS,OFF WHITE,KURTA,
1707,J0188-KR-XXL,J0188,XXL,OFF WHITE,KURTA,
1708,J0188-KR-XXXL,J0188,XXXL,OFF WHITE,KURTA,
1709,J0189-TP-L,J0189,L,Orange,TOP,
1710,J0189-TP-M,J0189,M,Orange,TOP,
1711,J0189-TP-S,J0189,S,Orange,TOP,
1712,J0189-TP-XL,J0189,XL,Orange,TOP,
1713,J0189-TP-XS,J0189,XS,Orange,TOP,
1714,J0189-TP-XXL,J0189,XXL,Orange,TOP,
1715,J0189-TP-XXXL,J0189,XXXL,Orange,TOP,
1716,J0190-TP-L,J0190,L,Blue,TOP,
1717,J0190-TP-M,J0190,M,Blue,TOP,
1718,J0190-TP-S,J0190,S,Blue,TOP,
1719,J0190-TP-XL,J0190,XL,Blue,TOP,
1720,J0190-TP-XS,J0190,XS,Blue,TOP,
1721,J0190-TP-XXL,J0190,XXL,Blue,TOP,
1722,J0190-TP-XXXL,J0190,XXXL,Blue,TOP,
1723,J0192-TP-L,J0192,L,Navy Blue,TOP,
1724,J0192-TP-M,J0192,M,Navy Blue,TOP,
1725,J0192-TP-S,J0192,S,Navy Blue,TOP,
1726,J0192-TP-XL,J0192,XL,Navy Blue,TOP,
1727,J0192-TP-XS,J0192,XS,Navy Blue,TOP,
1728,J0192-TP-XXL,J0192,XXL,Navy Blue,TOP,
1729,J0192-TP-XXXL,J0192,XXXL,Navy Blue,TOP,
1730,J0193-SET-L,J0193,L,Mustard,KURTA SET,
1731,J0193-SET-M,J0193,M,Mustard,KURTA SET,
1732,J0193-SET-S,J0193,S,Mustard,KURTA SET,
1733,J0193-SET-XL,J0193,XL,Mustard,KURTA SET,
1734,J0193-SET-XS,J0193,XS,Mustard,KURTA SET,
1735,J0193-SET-XXL,J0193,XXL,Mustard,KURTA SET,
1736,J0193-SET-XXXL,J0193,XXXL,Mustard,KURTA SET,
1737,J0194-DR-L,J0194,L,Green,DRESS,
1738,J0194-DR-M,J0194,M,Green,DRESS,
1739,J0194-DR-S,J0194,S,Green,DRESS,
1740,J0194-DR-XL,J0194,XL,Green,DRESS,
1741,J0194-DR-XS,J0194,XS,Green,DRESS,
1742,J0194-DR-XXL,J0194,XXL,Green,DRESS,
1743,J0194-DR-XXXL,J0194,XXXL,Green,DRESS,
1744,J0195-TP-L,J0195,L,Maroon,TOP,
1745,J0195-TP-M,J0195,M,Maroon,TOP,
1746,J0195-TP-S,J0195,S,Maroon,TOP,
1747,J0195-TP-XL,J0195,XL,Maroon,TOP,
1748,J0195-TP-XS,J0195,XS,Maroon,TOP,
1749,J0195-TP-XXL,J0195,XXL,Maroon,TOP,
1750,J0195-TP-XXXL,J0195,XXXL,Maroon,TOP,
1751,J0196-TP-L,J0196,L,Green,TOP,
1752,J0196-TP-M,J0196,M,Green,TOP,
1753,J0196-TP-S,J0196,S,Green,TOP,
1754,J0196-TP-XL,J0196,XL,Green,TOP,
1755,J0196-TP-XS,J0196,XS,Green,TOP,
1756,J0196-TP-XXL,J0196,XXL,Green,TOP,
1757,J0196-TP-XXXL,J0196,XXXL,Green,TOP,
1758,J0197-TP-L,J0197,L,Blue,TOP,
1759,J0197-TP-M,J0197,M,Blue,TOP,
1760,J0197-TP-S,J0197,S,Blue,TOP,
1761,J0197-TP-XL,J0197,XL,Blue,TOP,
1762,J0197-TP-XS,J0197,XS,Blue,TOP,
1763,J0197-TP-XXL,J0197,XXL,Blue,TOP,
1764,J0197-TP-XXXL,J0197,XXXL,Blue,TOP,
1765,J0198-TP-L,J0198,L,Navy Blue,TOP,
1766,J0198-TP-M,J0198,M,Navy Blue,TOP,
1767,J0198-TP-S,J0198,S,Navy Blue,TOP,
1768,J0198-TP-XL,J0198,XL,Navy Blue,TOP,
1769,J0198-TP-XS,J0198,XS,Navy Blue,TOP,
1770,J0198-TP-XXL,J0198,XXL,Navy Blue,TOP,
1771,J0198-TP-XXXL,J0198,XXXL,Navy Blue,TOP,
1772,J0199-SET-L,J0199,L,Black,SET,
1773,J0199-SET-M,J0199,M,Black,SET,
1774,J0199-SET-S,J0199,S,Black,SET,
1775,J0199-SET-XL,J0199,XL,Black,SET,
1776,J0199-SET-XS,J0199,XS,Black,SET,
1777,J0199-SET-XXL,J0199,XXL,Black,SET,
1778,J0199-SET-XXXL,J0199,XXXL,Black,SET,
1779,J0201-TP-L,J0201,L,Teal,TOP,
1780,J0201-TP-M,J0201,M,Teal,TOP,
1781,J0201-TP-S,J0201,S,Teal,TOP,
1782,J0201-TP-XL,J0201,XL,Teal,TOP,
1783,J0201-TP-XS,J0201,XS,Teal,TOP,
1784,J0201-TP-XXL,J0201,XXL,Teal,TOP,
1785,J0201-TP-XXXL,J0201,XXXL,Teal,TOP,
1786,J0202-TP-L,J0202,L,Blue,TOP,
1787,J0202-TP-M,J0202,M,Blue,TOP,
1788,J0202-TP-S,J0202,S,Blue,TOP,
1789,J0202-TP-XL,J0202,XL,Blue,TOP,
1790,J0202-TP-XS,J0202,XS,Blue,TOP,
1791,J0202-TP-XXL,J0202,XXL,Blue,TOP,
1792,J0202-TP-XXXL,J0202,XXXL,Blue,TOP,
1793,J0203-TP-L,J0203,L,Green,TOP,
1794,J0203-TP-M,J0203,M,Green,TOP,
1795,J0203-TP-S,J0203,S,Green,TOP,
1796,J0203-TP-XL,J0203,XL,Green,TOP,
1797,J0203-TP-XS,J0203,XS,Green,TOP,
1798,J0203-TP-XXL,J0203,XXL,Green,TOP,
1799,J0203-TP-XXXL,J0203,XXXL,Green,TOP,
1800,J0204-TP-L,J0204,L,Mustard,TUNIC,
1801,J0204-TP-M,J0204,M,Mustard,TUNIC,
1802,J0204-TP-S,J0204,S,Mustard,TUNIC,
1803,J0204-TP-XL,J0204,XL,Mustard,TUNIC,
1804,J0204-TP-XS,J0204,XS,Mustard,TUNIC,
1805,J0204-TP-XXL,J0204,XXL,Mustard,TUNIC,
1806,J0204-TP-XXXL,J0204,XXXL,Mustard,TUNIC,
1807,J0205-TP-L,J0205,L,Peach,TOP,
1808,J0205-TP-M,J0205,M,Peach,TOP,
1809,J0205-TP-S,J0205,S,Peach,TOP,
1810,J0205-TP-XL,J0205,XL,Peach,TOP,
1811,J0205-TP-XS,J0205,XS,Peach,TOP,
1812,J0205-TP-XXL,J0205,XXL,Peach,TOP,
1813,J0205-TP-XXXL,J0205,XXXL,Peach,TOP,
1814,J0207-DR-L,J0207,L,Olive,DRESS,
1815,J0207-DR-M,J0207,M,Olive,DRESS,
1816,J0207-DR-S,J0207,S,Olive,DRESS,
1817,J0207-DR-XL,J0207,XL,Olive,DRESS,
1818,J0207-DR-XS,J0207,XS,Olive,DRESS,
1819,J0207-DR-XXL,J0207,XXL,Olive,DRESS,
1820,J0207-DR-XXXL,J0207,XXXL,Olive,DRESS,
1821,J0208-DR-L,J0208,L,Peach,DRESS,
1822,J0208-DR-M,J0208,M,Peach,DRESS,
1823,J0208-DR-S,J0208,S,Peach,DRESS,
1824,J0208-DR-XL,J0208,XL,Peach,DRESS,
1825,J0208-DR-XS,J0208,XS,Peach,DRESS,
1826,J0208-DR-XXL,J0208,XXL,Peach,DRESS,
1827,J0208-DR-XXXL,J0208,XXXL,Peach,DRESS,
1828,J0209-DR-L,J0209,L,Blue,DRESS,
1829,J0209-DR-M,J0209,M,Blue,DRESS,
1830,J0209-DR-S,J0209,S,Blue,DRESS,
1831,J0209-DR-XL,J0209,XL,Blue,DRESS,
1832,J0209-DR-XS,J0209,XS,Blue,DRESS,
1833,J0209-DR-XXL,J0209,XXL,Blue,DRESS,
1834,J0209-DR-XXXL,J0209,XXXL,Blue,DRESS,
1835,J0210-DR-L,J0210,L,Navy Blue,DRESS,
1836,J0210-DR-M,J0210,M,Navy Blue,DRESS,
1837,J0210-DR-S,J0210,S,Navy Blue,DRESS,
1838,J0210-DR-XL,J0210,XL,Navy Blue,DRESS,
1839,J0210-DR-XS,J0210,XS,Navy Blue,DRESS,
1840,J0210-DR-XXL,J0210,XXL,Navy Blue,DRESS,
1841,J0210-DR-XXXL,J0210,XXXL,Navy Blue,DRESS,
1842,J0211-DR-L,J0211,L,Maroon,DRESS,
1843,J0211-DR-M,J0211,M,Maroon,DRESS,
1844,J0211-DR-S,J0211,S,Maroon,DRESS,
1845,J0211-DR-XL,J0211,XL,Maroon,DRESS,
1846,J0211-DR-XS,J0211,XS,Maroon,DRESS,
1847,J0211-DR-XXL,J0211,XXL,Maroon,DRESS,
1848,J0211-DR-XXXL,J0211,XXXL,Maroon,DRESS,
1849,J0212-DR-L,J0212,L,Green,DRESS,
1850,J0212-DR-M,J0212,M,Green,DRESS,
1851,J0212-DR-S,J0212,S,Green,DRESS,
1852,J0212-DR-XL,J0212,XL,Green,DRESS,
1853,J0212-DR-XS,J0212,XS,Green,DRESS,
1854,J0212-DR-XXL,J0212,XXL,Green,DRESS,
1855,J0212-DR-XXXL,J0212,XXXL,Green,DRESS,
1856,J0213-TP-L,J0213,L,Mustard,TOP,
1857,J0213-TP-M,J0213,M,Mustard,TOP,
1858,J0213-TP-S,J0213,S,Mustard,TOP,
1859,J0213-TP-XL,J0213,XL,Mustard,TOP,
1860,J0213-TP-XS,J0213,XS,Mustard,TOP,
1861,J0213-TP-XXL,J0213,XXL,Mustard,TOP,
1862,J0213-TP-XXXL,J0213,XXXL,Mustard,TOP,
1863,J0214-TP-L,J0214,L,BURGUNDY,TOP,
1864,J0214-TP-M,J0214,M,BURGUNDY,TOP,
1865,J0214-TP-S,J0214,S,BURGUNDY,TOP,
1866,J0214-TP-XL,J0214,XL,BURGUNDY,TOP,
1867,J0214-TP-XS,J0214,XS,BURGUNDY,TOP,
1868,J0214-TP-XXL,J0214,XXL,BURGUNDY,TOP,
1869,J0214-TP-XXXL,J0214,XXXL,BURGUNDY,TOP,
1870,J0215-BL-L,J0215,L,Blue,BLOUSE,
1871,J0215-BL-M,J0215,M,Blue,BLOUSE,
1872,J0215-BL-S,J0215,S,Blue,BLOUSE,
1873,J0215-BL-XL,J0215,XL,Blue,BLOUSE,
1874,J0215-BL-XS,J0215,XS,Blue,BLOUSE,
1875,J0215-BL-XXL,J0215,XXL,Blue,BLOUSE,
1876,J0216-BL-L,J0216,L,Green,BLOUSE,
1877,J0216-BL-M,J0216,M,Green,BLOUSE,
1878,J0216-BL-S,J0216,S,Green,BLOUSE,
1879,J0216-BL-XL,J0216,XL,Green,BLOUSE,
1880,J0216-BL-XXL,J0216,XXL,Green,BLOUSE,
1881,J0217-BL-L,J0217,L,Purple,BLOUSE,
1882,J0217-BL-M,J0217,M,Purple,BLOUSE,
1883,J0217-BL-S,J0217,S,Purple,BLOUSE,
1884,J0217-BL-XL,J0217,XL,Purple,BLOUSE,
1885,J0217-BL-XXL,J0217,XXL,Purple,BLOUSE,
1886,J0219-BL-L,J0219,L,Pink,BLOUSE,
1887,J0219-BL-M,J0219,M,Pink,BLOUSE,
1888,J0219-BL-S,J0219,S,Pink,BLOUSE,
1889,J0219-BL-XL,J0219,XL,Pink,BLOUSE,
1890,J0219-BL-XXL,J0219,XXL,Pink,BLOUSE,
1891,J0220-BL-L,J0220,L,Maroon,BLOUSE,
1892,J0220-BL-M,J0220,M,Maroon,BLOUSE,
1893,J0220-BL-S,J0220,S,Maroon,BLOUSE,
1894,J0220-BL-XL,J0220,XL,Maroon,BLOUSE,
1895,J0220-BL-XXL,J0220,XXL,Maroon,BLOUSE,
1896,J0223-SKD-L,J0223,L,Purple,SET,
1897,J0223-SKD-M,J0223,M,Purple,SET,
1898,J0223-SKD-S,J0223,S,Purple,SET,
1899,J0223-SKD-XL,J0223,XL,Purple,SET,
1900,J0223-SKD-XS,J0223,XS,Purple,SET,
1901,J0223-SKD-XXL,J0223,XXL,Purple,SET,
1902,J0223-SKD-XXXL,J0223,XXXL,Purple,SET,
1903,J0224-SKD-L,J0224,L,Pink,SET,
1904,J0224-SKD-M,J0224,M,Pink,SET,
1905,J0224-SKD-S,J0224,S,Pink,SET,
1906,J0224-SKD-XL,J0224,XL,Pink,SET,
1907,J0224-SKD-XS,J0224,XS,Pink,SET,
1908,J0224-SKD-XXL,J0224,XXL,Pink,SET,
1909,J0224-SKD-XXXL,J0224,XXXL,Pink,SET,
1910,J0225-SKD-L,J0225,L,Blue,SET,
1911,J0225-SKD-M,J0225,M,Blue,SET,
1912,J0225-SKD-S,J0225,S,Blue,SET,
1913,J0225-SKD-XL,J0225,XL,Blue,SET,
1914,J0225-SKD-XS,J0225,XS,Blue,SET,
1915,J0225-SKD-XXL,J0225,XXL,Blue,SET,
1916,J0225-SKD-XXXL,J0225,XXXL,Blue,SET,
1917,J0226-SKD-L,J0226,L,Green,SET,
1918,J0226-SKD-M,J0226,M,Green,SET,
1919,J0226-SKD-S,J0226,S,Green,SET,
1920,J0226-SKD-XL,J0226,XL,Green,SET,
1921,J0226-SKD-XS,J0226,XS,Green,SET,
1922,J0226-SKD-XXL,J0226,XXL,Green,SET,
1923,J0226-SKD-XXXL,J0226,XXXL,Green,SET,
1924,J0228-SKD-L,J0228,L,Navy Blue,SET,
1925,J0228-SKD-M,J0228,M,Navy Blue,SET,
1926,J0228-SKD-S,J0228,S,Navy Blue,SET,
1927,J0228-SKD-XL,J0228,XL,Navy Blue,SET,
1928,J0228-SKD-XS,J0228,XS,Navy Blue,SET,
1929,J0228-SKD-XXL,J0228,XXL,Navy Blue,SET,
1930,J0228-SKD-XXXL,J0228,XXXL,Navy Blue,SET,
1931,J0229-SKD-L,J0229,L,Maroon,SET,
1932,J0229-SKD-M,J0229,M,Maroon,SET,
1933,J0229-SKD-S,J0229,S,Maroon,SET,
1934,J0229-SKD-XL,J0229,XL,Maroon,SET,
1935,J0229-SKD-XS,J0229,XS,Maroon,SET,
1936,J0229-SKD-XXL,J0229,XXL,Maroon,SET,
1937,J0229-SKD-XXXL,J0229,XXXL,Maroon,SET,
1938,J0230-SKD-L,J0230,L,Blue,KURTA SET,
1939,J0230-SKD-M,J0230,M,Blue,KURTA SET,
1940,J0230-SKD-S,J0230,S,Blue,KURTA SET,
1941,J0230-SKD-XL,J0230,XL,Blue,KURTA SET,
1942,J0230-SKD-XS,J0230,XS,Blue,KURTA SET,
1943,J0230-SKD-XXL,J0230,XXL,Blue,KURTA SET,
1944,J0230-SKD-XXXL,J0230,XXXL,Blue,KURTA SET,
1945,J0231-SKD-L,J0231,L,Green,KURTA SET,
1946,J0231-SKD-M,J0231,M,Green,KURTA SET,
1947,J0231-SKD-S,J0231,S,Green,KURTA SET,
1948,J0231-SKD-XL,J0231,XL,Green,KURTA SET,
1949,J0231-SKD-XS,J0231,XS,Green,KURTA SET,
1950,J0231-SKD-XXL,J0231,XXL,Green,KURTA SET,
1951,J0231-SKD-XXXL,J0231,XXXL,Green,KURTA SET,
1952,J0232-SKD-L,J0232,L,Multicolor,KURTA SET,
1953,J0232-SKD-M,J0232,M,Multicolor,KURTA SET,
1954,J0232-SKD-S,J0232,S,Multicolor,KURTA SET,
1955,J0232-SKD-XL,J0232,XL,Multicolor,KURTA SET,
1956,J0232-SKD-XS,J0232,XS,Multicolor,KURTA SET,
1957,J0232-SKD-XXL,J0232,XXL,Multicolor,KURTA SET,
1958,J0232-SKD-XXXL,J0232,XXXL,Multicolor,KURTA SET,
1959,J0233-SKD-L,J0233,L,Maroon,KURTA SET,
1960,J0233-SKD-M,J0233,M,Maroon,KURTA SET,
1961,J0233-SKD-S,J0233,S,Maroon,KURTA SET,
1962,J0233-SKD-XL,J0233,XL,Maroon,KURTA SET,
1963,J0233-SKD-XS,J0233,XS,Maroon,KURTA SET,
1964,J0233-SKD-XXL,J0233,XXL,Maroon,KURTA SET,
1965,J0233-SKD-XXXL,J0233,XXXL,Maroon,KURTA SET,
1966,J0234-SKD-L,J0234,L,Mustard,KURTA SET,
1967,J0234-SKD-M,J0234,M,Mustard,KURTA SET,
1968,J0234-SKD-S,J0234,S,Mustard,KURTA SET,
1969,J0234-SKD-XL,J0234,XL,Mustard,KURTA SET,
1970,J0234-SKD-XS,J0234,XS,Mustard,KURTA SET,
1971,J0234-SKD-XXL,J0234,XXL,Mustard,KURTA SET,
1972,J0234-SKD-XXXL,J0234,XXXL,Mustard,KURTA SET,
1973,J0235-SKD-L,J0235,L,Rust,KURTA SET,
1974,J0235-SKD-M,J0235,M,Rust,KURTA SET,
1975,J0235-SKD-S,J0235,S,Rust,KURTA SET,
1976,J0235-SKD-XL,J0235,XL,Rust,KURTA SET,
1977,J0235-SKD-XS,J0235,XS,Rust,KURTA SET,
1978,J0235-SKD-XXL,J0235,XXL,Rust,KURTA SET,
1979,J0235-SKD-XXXL,J0235,XXXL,Rust,KURTA SET,
1980,J0236-SKD-L,J0236,L,Pink,KURTA SET,
1981,J0236-SKD-M,J0236,M,Pink,KURTA SET,
1982,J0236-SKD-S,J0236,S,Pink,KURTA SET,
1983,J0236-SKD-XL,J0236,XL,Pink,KURTA SET,
1984,J0236-SKD-XS,J0236,XS,Pink,KURTA SET,
1985,J0236-SKD-XXL,J0236,XXL,Pink,KURTA SET,
1986,J0236-SKD-XXXL,J0236,XXXL,Pink,KURTA SET,
1987,J0237-SKD-L,J0237,L,Orange,KURTA SET,
1988,J0237-SKD-M,J0237,M,Orange,KURTA SET,
1989,J0237-SKD-S,J0237,S,Orange,KURTA SET,
1990,J0237-SKD-XL,J0237,XL,Orange,KURTA SET,
1991,J0237-SKD-XS,J0237,XS,Orange,KURTA SET,
1992,J0237-SKD-XXL,J0237,XXL,Orange,KURTA SET,
1993,J0237-SKD-XXXL,J0237,XXXL,Orange,KURTA SET,
1994,J0238-LCD-L,J0238,L,White,LEHENGA CHOLI,
1995,J0238-LCD-M,J0238,M,White,LEHENGA CHOLI,
1996,J0238-LCD-S,J0238,S,White,LEHENGA CHOLI,
1997,J0238-LCD-XL,J0238,XL,White,LEHENGA CHOLI,
1998,J0238-LCD-XS,J0238,XS,White,LEHENGA CHOLI,
1999,J0238-LCD-XXL,J0238,XXL,White,LEHENGA CHOLI,
2000,J0238-LCD-XXXL,J0238,XXXL,White,LEHENGA CHOLI,
2001,J0239-SKD-L,J0239,L,OFF WHITE,KURTA SET,
2002,J0239-SKD-M,J0239,M,OFF WHITE,KURTA SET,
2003,J0239-SKD-S,J0239,S,OFF WHITE,KURTA SET,
2004,J0239-SKD-XL,J0239,XL,OFF WHITE,KURTA SET,
2005,J0239-SKD-XS,J0239,XS,OFF WHITE,KURTA SET,
2006,J0239-SKD-XXL,J0239,XXL,OFF WHITE,KURTA SET,
2007,J0239-SKD-XXXL,J0239,XXXL,OFF WHITE,KURTA SET,
2008,J0240-SKD-L,J0240,L,OFF WHITE,KURTA SET,
2009,J0240-SKD-M,J0240,M,OFF WHITE,KURTA SET,
2010,J0240-SKD-S,J0240,S,OFF WHITE,KURTA SET,
2011,J0240-SKD-XL,J0240,XL,OFF WHITE,KURTA SET,
2012,J0240-SKD-XS,J0240,XS,OFF WHITE,KURTA SET,
2013,J0240-SKD-XXL,J0240,XXL,OFF WHITE,KURTA SET,
2014,J0240-SKD-XXXL,J0240,XXXL,OFF WHITE,KURTA SET,
2015,J0241-SKD-L,J0241,L,OFF WHITE,KURTA SET,
2016,J0241-SKD-M,J0241,M,OFF WHITE,KURTA SET,
2017,J0241-SKD-S,J0241,S,OFF WHITE,KURTA SET,
2018,J0241-SKD-XL,J0241,XL,OFF WHITE,KURTA SET,
2019,J0241-SKD-XS,J0241,XS,OFF WHITE,KURTA SET,
2020,J0241-SKD-XXL,J0241,XXL,OFF WHITE,KURTA SET,
2021,J0241-SKD-XXXL,J0241,XXXL,OFF WHITE,KURTA SET,
2022,J0242-SKD-L,J0242,L,OFF WHITE,KURTA SET,
2023,J0242-SKD-M,J0242,M,OFF WHITE,KURTA SET,
2024,J0242-SKD-S,J0242,S,OFF WHITE,KURTA SET,
2025,J0242-SKD-XL,J0242,XL,OFF WHITE,KURTA SET,
2026,J0242-SKD-XS,J0242,XS,OFF WHITE,KURTA SET,
2027,J0242-SKD-XXL,J0242,XXL,OFF WHITE,KURTA SET,
2028,J0242-SKD-XXXL,J0242,XXXL,OFF WHITE,KURTA SET,
2029,J0243-DR-L,J0243,L,OFF WHITE,DRESS,
2030,J0243-DR-M,J0243,M,OFF WHITE,DRESS,
2031,J0243-DR-S,J0243,S,OFF WHITE,DRESS,
2032,J0243-DR-XL,J0243,XL,OFF WHITE,DRESS,
2033,J0243-DR-XS,J0243,XS,OFF WHITE,DRESS,
2034,J0243-DR-XXL,J0243,XXL,OFF WHITE,DRESS,
2035,J0243-DR-XXXL,J0243,XXXL,OFF WHITE,DRESS,
2036,J0244-SKD-L,J0244,L,OFF WHITE,KURTA SET,
2037,J0244-SKD-M,J0244,M,OFF WHITE,KURTA SET,
2038,J0244-SKD-S,J0244,S,OFF WHITE,KURTA SET,
2039,J0244-SKD-XL,J0244,XL,OFF WHITE,KURTA SET,
2040,J0244-SKD-XS,J0244,XS,OFF WHITE,KURTA SET,
2041,J0244-SKD-XXL,J0244,XXL,OFF WHITE,KURTA SET,
2042,J0244-SKD-XXXL,J0244,XXXL,OFF WHITE,KURTA SET,
2043,J0245-SKD-L,J0245,L,OFF WHITE,KURTA SET,
2044,J0245-SKD-M,J0245,M,OFF WHITE,KURTA SET,
2045,J0245-SKD-S,J0245,S,OFF WHITE,KURTA SET,
2046,J0245-SKD-XL,J0245,XL,OFF WHITE,KURTA SET,
2047,J0245-SKD-XS,J0245,XS,OFF WHITE,KURTA SET,
2048,J0245-SKD-XXL,J0245,XXL,OFF WHITE,KURTA SET,
2049,J0245-SKD-XXXL,J0245,XXXL,OFF WHITE,KURTA SET,
2050,J0246-SKD-L,J0246,L,OFF WHITE,KURTA SET,
2051,J0246-SKD-M,J0246,M,OFF WHITE,KURTA SET,
2052,J0246-SKD-S,J0246,S,OFF WHITE,KURTA SET,
2053,J0246-SKD-XL,J0246,XL,OFF WHITE,KURTA SET,
2054,J0246-SKD-XS,J0246,XS,OFF WHITE,KURTA SET,
2055,J0246-SKD-XXL,J0246,XXL,OFF WHITE,KURTA SET,
2056,J0246-SKD-XXXL,J0246,XXXL,OFF WHITE,KURTA SET,
2057,J0247-SKD-L,J0247,L,Teal,KURTA SET,
2058,J0247-SKD-M,J0247,M,Teal,KURTA SET,
2059,J0247-SKD-S,J0247,S,Teal,KURTA SET,
2060,J0247-SKD-XL,J0247,XL,Teal,KURTA SET,
2061,J0247-SKD-XS,J0247,XS,Teal,KURTA SET,
2062,J0247-SKD-XXL,J0247,XXL,Teal,KURTA SET,
2063,J0247-SKD-XXXL,J0247,XXXL,Teal,KURTA SET,
2064,J0248-KR-DPT-L,J0248,L,Orange,KURTA SET,
